DHI,DNI,GHI,Clearsky_DHI,Clearsky_DNI,Clearsky_GHI,Solar_Zenith_Angle,Solar_Azimuth_Angle,Temperature,Humidity,Precipitable_Water,Wind_Direction,Wind_Speed,Cloud_Type,Fill_Flag,Pressure,Date
0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,1000.0,3.776,0.0,29.4,1.0,0.0,0.0,94.37169,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,1000.0,3.797,0.0,19.3,0.7,0.0,0.0,95.25159,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,1000.0,3.825,0.0,15.6,0.7,0.0,0.0,95.73145,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,1000.0,3.884,0.0,18.8,0.6,0.0,0.0,96.08132,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,1000.0,3.945,0.0,20.6,0.4,0.0,0.0,96.13118,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,1010.0,2.78,0.0,49.1,3.2,0.0,0.0,75.36104,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,91.14,2.788,0.0,48.7,3.3,0.0,76.14,2014-01-01
90.0,206.0,134.0,84.0,273.0,141.0,20.0,25.0,1010.0,77.94,2.803,0.0,49.8,3.2,0.0,76.93,2014-01-01
176.0,352.0,323.0,144.0,506.0,356.0,21.0,26.0,1010.0,65.32,2.836,0.0,49.9,3.1,0.0,75.65,2014-01-01
289.0,249.0,437.0,179.0,634.0,554.0,20.0,26.0,1010.0,53.73,2.827,0.0,51.3,3.3,0.0,70.79,2014-01-01
320.0,423.0,625.0,199.0,705.0,706.0,20.0,27.0,1010.0,44.0,2.82,0.0,53.2,3.2,0.0,66.01,2014-01-01
379.0,288.0,608.0,209.0,739.0,795.0,19.0,28.0,1010.0,37.62,2.805,0.0,55.9,3.1,0.0,62.24,2014-01-01
397.0,114.0,489.0,211.0,745.0,811.0,19.0,27.0,1010.0,36.4,2.772,0.0,58.3,3.0,0.0,61.35,2014-01-01
395.0,262.0,594.0,205.0,724.0,753.0,19.0,27.0,1010.0,40.82,2.722,0.0,59.5,2.9,0.0,60.95,2014-01-01
116.0,0.0,116.0,189.0,672.0,627.0,18.0,27.0,1010.0,49.38,2.663,0.0,60.2,2.9,0.0,60.92,2014-01-01
129.0,0.0,129.0,162.0,572.0,445.0,18.0,26.0,1010.0,60.34,2.637,0.0,61.2,3.0,0.0,61.79,2014-01-01
63.0,0.0,63.0,114.0,391.0,231.0,18.0,25.0,1010.0,72.6,2.602,0.0,60.6,2.9,0.0,67.32,2014-01-01
6.0,0.0,6.0,28.0,75.0,34.0,19.0,25.0,1010.0,85.6,2.564,0.0,58.1,3.0,0.0,70.17,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,1010.0,99.03,2.551,0.0,54.7,3.1,0.0,70.98,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,112.7,2.563,0.0,50.3,3.1,0.0,71.8,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.6,0.0,45.7,3.0,0.0,0.0,72.54126,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.64,0.0,40.9,3.0,0.0,0.0,73.1814,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.687,0.0,36.1,2.9,0.0,0.0,73.72153,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,165.9,2.731,0.0,31.9,3.0,0.0,74.14,2014-01-01
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.763,0.0,28.2,3.0,0.0,0.0,74.56169,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.784,0.0,25.6,3.1,0.0,0.0,74.99159,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.787,0.0,25.0,3.1,0.0,0.0,75.42146,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.78,0.0,25.6,3.1,0.0,0.0,75.84132,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.757,0.0,26.6,3.1,0.0,0.0,76.38118,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.73,0.0,27.7,3.2,0.0,0.0,77.17104,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,91.23,2.705,0.0,29.0,3.1,0.0,78.26,2014-01-02
89.0,206.0,132.0,84.0,273.0,140.0,20.0,25.0,1010.0,78.01,2.683,0.0,32.3,2.9,0.0,76.76,2014-01-02
164.0,426.0,342.0,145.0,508.0,356.0,20.0,26.0,1010.0,65.38,2.68,0.0,36.4,2.9,0.0,71.5,2014-01-02
201.0,577.0,543.0,179.0,637.0,556.0,20.0,27.0,1010.0,53.76,2.667,0.0,33.3,2.8,0.0,68.16,2014-01-02
316.0,418.0,617.0,200.0,707.0,709.0,20.0,27.0,1010.0,43.99,2.669,0.0,26.3,2.6,0.0,65.18,2014-01-02
307.0,565.0,755.0,210.0,741.0,798.0,19.0,28.0,1010.0,37.57,2.675,0.0,19.7,2.6,0.0,63.17,2014-01-02
398.0,115.0,491.0,211.0,747.0,814.0,19.0,28.0,1010.0,36.31,2.67,0.0,15.7,2.8,0.0,61.53,2014-01-02
388.0,146.0,499.0,205.0,726.0,756.0,19.0,27.0,1010.0,40.7,2.651,0.0,14.8,3.0,0.0,60.98,2014-01-02
300.0,380.0,549.0,190.0,674.0,630.0,18.0,27.0,1010.0,49.25,2.622,0.0,17.4,3.3,0.0,61.2,2014-01-02
235.0,294.0,382.0,162.0,573.0,447.0,18.0,26.0,1010.0,60.2,2.649,0.0,22.1,3.6,0.0,62.65,2014-01-02
130.0,74.0,153.0,114.0,392.0,233.0,18.0,25.0,1010.0,72.47,2.675,0.0,27.4,3.6,0.0,68.01,2014-01-02
17.0,0.0,17.0,29.0,77.0,35.0,19.0,24.0,1010.0,85.47,2.694,0.0,30.3,3.8,0.0,73.66,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,98.91,2.703,0.0,31.2,3.9,0.0,76.75,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.711,0.0,30.8,3.8,0.0,0.0,78.99112,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,1010.0,2.726,0.0,30.3,3.6,0.0,0.0,80.42126,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,1010.0,2.721,0.0,29.6,3.3,0.0,0.0,81.1814,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,1010.0,2.727,0.0,28.8,3.1,0.0,0.0,81.88153,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,1010.0,2.739,0.0,28.1,3.0,0.0,0.0,82.88165,2014-01-02
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.757,0.0,26.9,2.9,0.0,0.0,83.63169,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.777,0.0,25.0,3.0,0.0,0.0,84.44159,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.793,0.0,24.6,3.0,0.0,0.0,85.29146,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.843,0.0,25.4,3.0,0.0,0.0,85.92132,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.898,0.0,27.1,2.9,0.0,0.0,86.54118,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,2.965,0.0,29.1,2.7,0.0,0.0,86.83104,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,91.31,3.037,0.0,30.2,2.4,0.0,84.88,2014-01-03
97.0,86.0,115.0,82.0,266.0,137.0,21.0,25.0,1010.0,78.08,3.11,0.0,34.8,2.2,0.0,79.71,2014-01-03
202.0,137.0,259.0,143.0,499.0,351.0,21.0,26.0,1010.0,65.43,3.199,0.0,36.1,2.1,0.0,74.63,2014-01-03
178.0,10.0,184.0,178.0,627.0,549.0,21.0,27.0,1010.0,53.79,3.248,0.0,31.3,2.0,0.0,71.22,2014-01-03
348.0,373.0,617.0,198.0,697.0,700.0,21.0,28.0,1010.0,43.99,3.314,0.0,27.4,1.8,0.0,68.17,2014-01-03
270.0,612.0,756.0,208.0,730.0,788.0,21.0,28.0,1010.0,37.51,3.383,0.0,27.0,1.7,0.0,65.95,2014-01-03
265.0,645.0,786.0,210.0,735.0,803.0,21.0,28.0,1010.0,36.2,3.444,0.0,28.5,1.6,0.0,64.74,2014-01-03
257.0,610.0,721.0,203.0,713.0,746.0,20.0,28.0,1010.0,40.56,3.492,0.0,29.7,1.6,0.0,64.3,2014-01-03
188.0,660.0,621.0,188.0,660.0,621.0,20.0,28.0,1010.0,49.1,3.519,0.0,36.0,1.7,0.0,64.41,2014-01-03
199.0,454.0,426.0,161.0,562.0,441.0,20.0,27.0,1010.0,60.06,3.516,0.0,44.4,2.0,0.0,65.4,2014-01-03
121.0,346.0,226.0,114.0,384.0,230.0,20.0,26.0,1010.0,72.33,3.491,0.0,52.7,2.3,0.0,70.3,2014-01-03
7.0,0.0,7.0,29.0,77.0,35.0,20.0,25.0,1010.0,85.34,3.454,0.0,57.6,2.5,0.0,74.91,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,98.78,3.422,0.0,58.0,2.7,0.0,76.49,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.41,0.0,55.2,2.6,0.0,0.0,77.14112,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.417,0.0,48.6,2.4,0.0,0.0,77.96126,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.472,0.0,39.2,2.3,0.0,0.0,78.5414,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.535,0.0,30.7,2.3,0.0,0.0,79.07153,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.591,0.0,25.1,2.3,0.0,0.0,79.52165,2014-01-03
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.631,0.0,20.8,2.3,0.0,0.0,79.89169,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.656,0.0,17.0,2.2,0.0,0.0,80.34159,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.665,0.0,16.6,2.2,0.0,0.0,80.88146,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.641,0.0,18.7,2.2,0.0,0.0,81.37132,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.604,0.0,21.3,2.2,0.0,0.0,81.66118,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.559,0.0,25.0,2.3,0.0,0.0,81.61104,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,91.39,3.511,0.0,29.9,2.4,0.0,80.73,2014-01-04
87.0,48.0,97.0,81.0,261.0,135.0,20.0,25.0,1010.0,78.15,3.468,0.0,37.7,2.4,0.0,75.94,2014-01-04
195.0,235.0,293.0,143.0,495.0,348.0,20.0,26.0,1010.0,65.48,3.44,0.0,44.8,2.7,0.0,69.36,2014-01-04
274.0,315.0,460.0,178.0,623.0,546.0,20.0,27.0,1010.0,53.81,3.465,0.0,45.9,2.9,0.0,64.54,2014-01-04
365.0,157.0,478.0,198.0,694.0,697.0,19.0,28.0,1010.0,43.97,3.521,0.0,43.7,3.1,0.0,61.42,2014-01-04
338.0,25.0,358.0,208.0,727.0,786.0,19.0,28.0,1010.0,37.44,3.597,0.0,41.9,3.2,0.0,59.89,2014-01-04
394.0,96.0,472.0,210.0,733.0,802.0,19.0,28.0,1010.0,36.09,3.665,0.0,41.8,3.3,0.0,59.47,2014-01-04
384.0,286.0,602.0,203.0,711.0,745.0,19.0,28.0,1010.0,40.42,3.712,0.0,42.9,3.4,0.0,59.93,2014-01-04
318.0,269.0,495.0,188.0,659.0,621.0,19.0,27.0,1010.0,48.96,3.737,0.0,46.2,3.5,0.0,61.21,2014-01-04
243.0,162.0,325.0,161.0,560.0,442.0,19.0,26.0,1010.0,59.92,3.754,0.0,52.3,3.7,0.0,63.93,2014-01-04
89.0,0.0,89.0,114.0,384.0,231.0,19.0,25.0,1010.0,72.2,3.734,0.0,58.7,3.7,0.0,69.49,2014-01-04
7.0,0.0,7.0,30.0,79.0,37.0,19.0,24.0,1010.0,85.21,3.678,0.0,63.6,3.6,0.0,74.74,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,98.66,3.609,0.0,65.7,3.6,0.0,76.9,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.572,0.0,63.6,3.3,0.0,0.0,78.19112,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.585,0.0,58.0,3.1,0.0,0.0,79.01126,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.602,0.0,52.6,3.0,0.0,0.0,79.3139,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.611,0.0,49.9,2.8,0.0,0.0,79.58153,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.595,0.0,49.6,2.7,0.0,0.0,79.82165,2014-01-04
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.572,0.0,48.3,2.5,0.0,0.0,79.98169,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.554,0.0,45.6,2.5,0.0,0.0,80.05159,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,146.4,3.536,0.0,43.1,2.4,0.0,80.35,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.537,0.0,39.1,2.3,0.0,0.0,80.71132,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.551,0.0,32.7,2.3,0.0,0.0,80.93118,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.575,0.0,25.7,2.4,0.0,0.0,80.98105,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,91.47,3.603,0.0,20.5,2.5,0.0,80.24,2014-01-05
89.0,195.0,129.0,81.0,258.0,134.0,20.0,25.0,1010.0,78.21,3.635,0.0,19.1,2.3,0.0,77.97,2014-01-05
171.0,373.0,326.0,142.0,491.0,346.0,20.0,26.0,1010.0,65.52,3.676,0.0,32.4,2.5,0.0,70.64,2014-01-05
177.0,621.0,544.0,177.0,621.0,544.0,20.0,27.0,1010.0,53.83,3.689,0.0,39.6,2.4,0.0,67.42,2014-01-05
317.0,418.0,618.0,197.0,692.0,696.0,20.0,28.0,1010.0,43.95,3.707,0.0,43.3,2.2,0.0,66.23,2014-01-05
357.0,396.0,672.0,208.0,726.0,785.0,20.0,28.0,1010.0,37.37,3.728,0.0,48.6,2.0,0.0,65.17,2014-01-05
404.0,199.0,566.0,210.0,732.0,803.0,20.0,28.0,1010.0,35.97,3.737,0.0,54.1,1.9,0.0,64.6,2014-01-05
401.0,190.0,546.0,203.0,712.0,747.0,20.0,28.0,1000.0,40.28,3.736,0.0,58.8,1.8,0.0,64.24,2014-01-05
336.0,136.0,426.0,188.0,660.0,623.0,20.0,27.0,1000.0,48.81,3.727,0.0,61.7,1.7,0.0,64.42,2014-01-05
254.0,192.0,351.0,161.0,562.0,444.0,19.0,27.0,1000.0,59.77,3.727,0.0,63.3,1.8,0.0,65.22,2014-01-05
116.0,8.0,119.0,115.0,386.0,234.0,19.0,26.0,1000.0,72.06,3.731,0.0,63.9,1.9,0.0,69.67,2014-01-05
22.0,0.0,22.0,31.0,82.0,38.0,20.0,25.0,1010.0,85.08,3.718,0.0,64.0,2.1,0.0,74.37,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,98.54,3.667,0.0,66.3,2.1,0.0,75.09,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.596,0.0,71.5,2.0,0.0,0.0,75.66112,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.5,0.0,78.4,1.9,0.0,0.0,76.08126,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.393,0.0,85.8,1.7,0.0,0.0,76.42139,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.293,0.0,94.2,1.5,0.0,0.0,76.5153,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.211,0.0,102.8,1.4,0.0,0.0,77.39165,2014-01-05
0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,1010.0,169.9,3.157,0.0,108.2,1.2,0.0,78.36,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,1000.0,3.131,0.0,105.2,0.9,0.0,0.0,78.83159,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,1000.0,3.147,0.0,76.3,0.7,0.0,0.0,78.89146,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,1000.0,3.203,0.0,40.7,1.0,0.0,0.0,78.6132,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,1010.0,3.281,0.0,26.2,1.4,0.0,0.0,77.95118,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,3.364,0.0,22.4,1.9,0.0,0.0,75.96105,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,91.54,3.442,0.0,23.1,2.3,0.0,75.42,2014-01-06
92.0,201.0,133.0,81.0,258.0,133.0,20.0,25.0,1010.0,78.27,3.506,0.0,26.4,2.4,0.0,73.09,2014-01-06
142.0,492.0,346.0,142.0,492.0,346.0,19.0,27.0,1010.0,65.56,3.551,0.0,39.0,2.5,0.0,66.66,2014-01-06
177.0,622.0,545.0,177.0,622.0,545.0,20.0,28.0,1010.0,53.84,3.583,0.0,46.2,2.5,0.0,64.03,2014-01-06
248.0,582.0,668.0,198.0,693.0,697.0,20.0,28.0,1010.0,43.92,3.613,0.0,50.2,2.5,0.0,62.73,2014-01-06
300.0,534.0,725.0,208.0,728.0,787.0,20.0,28.0,1010.0,37.29,3.634,0.0,52.9,2.5,0.0,62.27,2014-01-06
340.0,448.0,704.0,210.0,734.0,805.0,20.0,28.0,1010.0,35.84,3.642,0.0,53.4,2.6,0.0,62.38,2014-01-06
389.0,229.0,565.0,204.0,714.0,750.0,20.0,28.0,1000.0,40.12,3.638,0.0,53.0,2.7,0.0,62.84,2014-01-06
320.0,313.0,527.0,189.0,662.0,627.0,19.0,27.0,1000.0,48.65,3.62,0.0,53.1,2.9,0.0,63.9,2014-01-06
241.0,105.0,295.0,162.0,565.0,448.0,19.0,27.0,1000.0,59.62,3.598,0.0,54.6,3.0,0.0,65.7,2014-01-06
146.0,263.0,228.0,116.0,391.0,237.0,19.0,26.0,1010.0,71.92,3.555,0.0,55.3,3.0,0.0,70.15,2014-01-06
28.0,0.0,28.0,32.0,86.0,40.0,19.0,25.0,1010.0,84.95,3.504,0.0,54.4,3.1,0.0,75.26,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,98.42,3.463,0.0,52.9,3.1,0.0,76.9,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.442,0.0,50.8,3.1,0.0,0.0,78.27112,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.435,0.0,47.3,3.0,0.0,0.0,79.57125,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,139.8,3.426,0.0,43.4,2.9,0.0,80.66,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.417,0.0,40.8,2.8,0.0,0.0,81.14153,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.398,0.0,39.9,2.7,0.0,0.0,81.72165,2014-01-06
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.366,0.0,40.2,2.6,0.0,0.0,82.1817,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,159.9,3.324,0.0,41.6,2.4,0.0,82.56,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.271,0.0,42.5,2.4,0.0,0.0,82.63146,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.18,0.0,44.9,2.3,0.0,0.0,82.53132,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.071,0.0,48.2,2.1,0.0,0.0,82.63119,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,1010.0,2.96,0.0,50.2,2.0,0.0,0.0,82.62105,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,1010.0,91.61,2.871,0.0,48.6,2.0,0.0,82.26,2014-01-07
81.0,264.0,135.0,81.0,264.0,135.0,21.0,25.0,1010.0,78.32,2.814,0.0,48.1,2.0,0.0,76.38,2014-01-07
144.0,503.0,352.0,144.0,503.0,352.0,21.0,27.0,1010.0,65.59,2.79,0.0,52.6,2.2,0.0,71.23,2014-01-07
179.0,633.0,553.0,179.0,633.0,553.0,21.0,28.0,1010.0,53.84,2.81,0.0,53.0,2.3,0.0,67.43,2014-01-07
276.0,521.0,652.0,199.0,705.0,708.0,20.0,28.0,1010.0,43.89,2.847,0.0,52.1,2.4,0.0,64.21,2014-01-07
368.0,363.0,658.0,210.0,739.0,799.0,20.0,29.0,1010.0,37.21,2.884,0.0,51.2,2.6,0.0,62.01,2014-01-07
318.0,501.0,725.0,212.0,746.0,818.0,20.0,29.0,1010.0,35.71,2.9,0.0,51.1,2.7,0.0,60.63,2014-01-07
363.0,322.0,610.0,206.0,726.0,763.0,19.0,28.0,1010.0,39.97,2.882,0.0,51.8,2.8,0.0,59.88,2014-01-07
301.0,346.0,531.0,191.0,676.0,639.0,19.0,28.0,1010.0,48.49,2.828,0.0,53.7,2.9,0.0,59.87,2014-01-07
228.0,286.0,374.0,164.0,579.0,458.0,18.0,27.0,1010.0,59.47,2.779,0.0,56.9,2.9,0.0,61.1,2014-01-07
148.0,243.0,224.0,118.0,405.0,244.0,19.0,26.0,1010.0,71.78,2.716,0.0,60.0,2.9,0.0,66.42,2014-01-07
19.0,0.0,19.0,34.0,95.0,43.0,19.0,25.0,1010.0,84.82,2.661,0.0,62.0,2.9,0.0,71.98,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,98.3,2.632,0.0,63.5,2.9,0.0,74.42,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.643,0.0,63.9,2.8,0.0,0.0,76.29112,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,2.69,0.0,62.3,2.7,0.0,0.0,77.82125,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,2.73,0.0,58.1,2.7,0.0,0.0,78.93139,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,2.79,0.0,52.8,2.6,0.0,0.0,80.06153,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,2.863,0.0,48.1,2.7,0.0,0.0,81.16165,2014-01-07
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,2.944,0.0,43.7,2.8,0.0,0.0,82.3417,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,3.028,0.0,39.8,2.9,0.0,0.0,83.3716,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,3.108,0.0,39.5,2.9,0.0,0.0,84.09146,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,1010.0,3.194,0.0,42.0,2.9,0.0,0.0,84.68132,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,119.1,3.273,0.0,45.2,2.9,0.0,83.9,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,105.3,3.359,0.0,52.9,3.1,0.0,82.97,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,91.67,3.439,0.0,57.7,3.2,0.0,82.02,2014-01-08
87.0,218.0,131.0,80.0,255.0,132.0,21.0,25.0,1010.0,78.37,3.505,0.0,62.9,3.2,0.0,78.94,2014-01-08
152.0,462.0,343.0,142.0,491.0,345.0,20.0,26.0,1010.0,65.62,3.554,0.0,67.0,3.3,0.0,73.52,2014-01-08
216.0,527.0,527.0,177.0,622.0,545.0,20.0,27.0,1010.0,53.84,3.55,0.0,67.8,3.2,0.0,69.38,2014-01-08
374.0,236.0,545.0,198.0,694.0,699.0,20.0,28.0,1010.0,43.85,3.535,0.0,66.4,3.1,0.0,65.87,2014-01-08
387.0,267.0,600.0,209.0,730.0,791.0,20.0,28.0,1010.0,37.12,3.507,0.0,64.6,3.1,0.0,63.1,2014-01-08
339.0,467.0,719.0,211.0,737.0,811.0,19.0,28.0,1010.0,35.56,3.466,0.0,63.5,3.0,0.0,61.22,2014-01-08
371.0,293.0,597.0,205.0,719.0,757.0,19.0,28.0,1010.0,39.8,3.405,0.0,63.2,2.9,0.0,60.71,2014-01-08
312.0,360.0,552.0,190.0,669.0,635.0,19.0,27.0,1010.0,48.33,3.324,0.0,63.9,3.0,0.0,61.42,2014-01-08
258.0,158.0,339.0,163.0,573.0,456.0,18.0,26.0,1010.0,59.32,3.279,0.0,65.0,3.2,0.0,63.62,2014-01-08
140.0,74.0,164.0,117.0,400.0,244.0,19.0,25.0,1010.0,71.64,3.222,0.0,65.7,3.1,0.0,69.09,2014-01-08
24.0,0.0,24.0,34.0,95.0,43.0,19.0,24.0,1010.0,84.69,3.169,0.0,65.1,3.1,0.0,75.72,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,98.17,3.128,0.0,63.9,3.2,0.0,78.18,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,1010.0,3.103,0.0,62.0,3.1,0.0,0.0,79.62111,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.09,0.0,60.9,3.0,0.0,0.0,80.29125,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.081,0.0,60.9,2.8,0.0,0.0,80.62139,2014-01-08
0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,1010.0,3.078,0.0,61.8,2.7,0.0,0.0,80.88153,2014-01-08
